Unnamed: 0,SON KULLANMA TARİHİ GEÇEN İLAÇLAR,Unnamed: 2,Unnamed: 3,Unnamed: 4,SheetName,NARKOTİK İLAÇ ÇEKMECESİ,desk üzeri,1. çekmece,desk 1. dolap,1. dolap 1. raf,1. Dolap 2. Raf,1. dolap 3. raf,1. dolap 4. raf,1. dolap 5. raf,2. Dolap 1. Raf,2. dolap 2. raf,2. dolap 3. raf,2. dolap 4. raf,2. dolap 5. raf kutu,3. DOLAP 1. RAF,DOLAP ÜSTÜ 1. KUTU,DOLAP ÜSTÜ 2. KUTU
Sıra,Ürün Adı,Toplam Ürün Kutu Sayısı,Toplam Ürün İçerik Sayısı,Detay,TARİHİ GEÇEN İLAÇLAR,,,,,,,,,,,,,,,,,
3,,1,1,SKT-2025-02:1 kutu,2d4r,,,,,,,,,,,,,Silikon Foley Sonda 20 FR,,,,
4,,1,1,SKT-3000-12:1 kutu,2d4r,,,,,,,,,,,,,Silikon Foley Sonda 18 FR,,,,
5,,2,2,"SKT-3000-12:1 kutu, SKT-2023-11:1 kutu",2d4r,,,,,,,,,,,,,Silikon Foley Sonda 16 FR,,,,
6,,2,1,2017-12-01 00:00:00,2d4r,,,,,,,,,,,,,Laryngeal Mask adult 4,,,,
7,,2,1,2017-10-01 00:00:00,2d4r,,,,,,,,,,,,,Laryngeal Mask pediatric 2,,,,
8,,5,5,SKT-3000-12:5 kutu,2d4r,,,,,,,,,,,,,Airway Yeşil 3/80,,,,
9,,3,3,"SKT-2018-12:1 kutu, SKT-3000-12:2 kutu",2d4r,,,,,,,,,,,,,Airway Kırmızı 5/100,,,,
10,,2,2,SKT-3000-12:2 kutu,2d4r,,,,,,,,,,,,,Airway Sarı 4/90,,,,
11,,3,3,SKT-3000-12:3 kutu,2d4r,,,,,,,,,,,,,Airway Beyaz 2/70,,,,
12,,1,1,SKT-3000-12:1 kutu,2d4r,,,,,,,,,,,,,Airway Mavi 0/50,,,,
13,,1,1,SKT-3000-12:1 kutu,2d4r,,,,,,,,,,,,,Airway Siyah 1/60,,,,
14,,2,2,SKT-2025-03:2 kutu,2d4r,,,,,,,,,,,,,İdrar Torbası Musluklu 2000 ml.,,,,
15,,1,1,,2d4r,,,,,,,,,,,,,Ambu Seti Erişkin,,,,
16,,1,1,,2d4r,,,,,,,,,,,,,Ambu Seti Pediatrik,,,,
Sıra,,Toplam Ürün Kutu Sayısı,Toplam Ürün İçerik Sayısı,Detay,2d5r,,,,,,,,,,,,,,Ürün Adı,,,
1,,3,144,"SKT-2025-09:2 kutu, SKT-2025-05:1 kutu",2d5r,,,,,,,,,,,,,,KAPRIL 25 MG 48 TABLET,,,
2,,2,12,SKT-2025-10:2 kutu,2d5r,,,,,,,,,,,,,,BUSCOPAN 20 MG/ML ENJEKSIYONLUK COZELTI (6 AMPUL),,,
3,,1,1,SKT-2025-07:1 kutu,2d5r,,,,,,,,,,,,,,"ZADITEN % 0,025 STERIL GOZ DAMLASI 5 ML",,,
4,,2,40,SKT-2025-09:2 kutu,2d5r,,,,,,,,,,,,,,A-FERIN SINUS 20 FILM TABLET,,,
5,,1,30,SKT-2025-11:1 kutu,2d5r,,,,,,,,,,,,,,KATARIN 250 MG/100 MG/2 MG 30 KAPSUL,,,
6,,2,56,SKT-2026-06:2 kutu,2d5r,,,,,,,,,,,,,,NEXIUM 40 MG ENTERIK KAPLI 28 PELLET TABLET,,,
7,,1,20,SKT-2026-09:1 kutu,2d5r,,,,,,,,,,,,,,BRUFEN 400 MG 20 FILM TABLET,,,
8,,1,1,SKT-2026-09:1 kutu,2d5r,,,,,,,,,,,,,,"NETIRA %0,3 GOZ DAMLASI, COZELTI (5 ML)",,,
9,,1,1,SKT-2026-09:1 kutu,2d5r,,,,,,,,,,,,,,CALPOL 120 MG 150 ML SUSPANSIYON,,,
10,,5,150,"SKT-2026-12:1 kutu, SKT-2028-10:4 kutu",2d5r,,,,,,,,,,,,,,PAROL 500 MG 30 TABLET,,,
11,,1,14,SKT-2026-11:1 kutu,2d5r,,,,,,,,,,,,,,ETOL FORT 400 MG 14 FILM TABLET,,,
12,,4,120,SKT-2027-01:4 kutu,2d5r,,,,,,,,,,,,,,DIKLORON 25 MG 30 FILM TABLET,,,
13,,6,240,SKT-2027-08:6 kutu,2d5r,,,,,,,,,,,,,,"TALCID 0,5 GR 40 CIG.TABLETI",,,
14,,4,60,"SKT-2027-09:3 kutu, SKT-2028-09:1 kutu",2d5r,,,,,,,,,,,,,,MAJEZIK 100 MG 15 FILM TABLET,,,
15,,1,1,SKT-2018-10:1 kutu,2d5r,,,,,,,,,,,,,,Aspirasyon Sondası Siyah 10 ch,,,
16,,1,1,SKT-2020-08:1 kutu,2d5r,,,,,,,,,,,,,,Aspirasyon Sondası Turuncu 16 ch,,,
17,,2,2,"SKT-2020-11:1 kutu, SKT-3000-12:1 kutu",2d5r,,,,,,,,,,,,,,Aspirasyon Sondası Yeşil 08 ch,,,
18,,2,2,2018-02-01 00:00:00,2d5r,,,,,,,,,,,,,,Aspirasyon Sondası Mavi  08 ch,,,
19,,4,4,"SKT-2015-12:2 kutu, SKT-3000-12:2 kutu",2d5r,,,,,,,,,,,,,,Nazal Oksijen Kanülü Pediatric/Çocuk,,,
20,,4,4,SKT-3000-12:4 kutu,2d5r,,,,,,,,,,,,,,Oksijen Maskesi Erişkin,,,
21,,16,16,"SKT-2020-04:8 kutu, SKT-3000-12:8 kutu",2d5r,,,,,,,,,,,,,,Nazal Oksijen Kanülü Adult/Yetişkin,,,
22,,4,1,,2d5r,,,,,,,,,,,,,,ambu maskesi yetişkin,,,
23,,2,1,,2d5r,,,,,,,,,,,,,,ambu maskesi çocuk,,,
Sıra,,Toplam Ürün Kutu Sayısı,Toplam Ürün İçerik Sayısı,Detay,3d1r,,,,,,,,,,,,,,,Ürün Adı,,
1,,16,16,"SKT-2024-03:4 kutu, SKT-2026-07:2 kutu, SKT-2027-09:10 kutu",3d1r,,,,,,,,,,,,,,,NAZAL OKSİJEN KANÜLÜ YETİŞKİN,,
2,,7,7,SKT-2027-03:7 kutu,3d1r,,,,,,,,,,,,,,,NAZAL OKSİJEN KANÜLÜ ÇOCUK/PEDİATRİC,,
3,,17,17,"SKT-2026-11:15 kutu, SKT-2026-08:1 kutu, SKT-2025-09:1 kutu",3d1r,,,,,,,,,,,,,,,HAZNELİ OKSİJEN MASKESİ YETİŞKİN,,
4,,8,8,"SKT-2026-08:3 kutu, SKT-2025-09:5 kutu",3d1r,,,,,,,,,,,,,,,OKSİJEN MASKESİ YETİŞKİN,,
5,,4,4,"SKT-2025-05:1 kutu, SKT-2026-11:3 kutu",3d1r,,,,,,,,,,,,,,,HAZNELİ OKSİJEN MASKESİ ÇOCUK,,
6,,2,2,SKT-2026-08:2 kutu,3d1r,,,,,,,,,,,,,,,OKSİJEN MASKESİ ÇOCUK,,
7,,1,1,SKT-2026-11:1 kutu,3d1r,,,,,,,,,,,,,,,Bilinmeyen,,
8,,14,14,"SKT-2024-03:3 kutu, SKT-2026-07:1 kutu, SKT-2027-09:10 kutu",3d1r,,,,,,,,,,,,,,,NAZAL OKSİJEN KANÜLÜ YETİŞKİN,,
9,,5,5,SKT-2027-03:5 kutu,3d1r,,,,,,,,,,,,,,,NAZAL OKSİJEN KANÜLÜ ÇOCUK/PEDİATRİC,,
Sıra,,Toplam Ürün Kutu Sayısı,Toplam Ürün İçerik Sayısı,Detay,DÜ1,,,,,,,,,,,,,,,,Ürün Adı,
1,,4,20,"SKT-2028-10:2 kutu, SKT-2028-11:2 kutu",DÜ1,,,,,,,,,,,,,,,,METPAMID 10 MG 5 AMPUL,
2,,4,20,SKT-2025-08:4 kutu,DÜ1,,,,,,,,,,,,,,,,"AVIL 45,5 MG/2 ML IM/IV ENJEKSIYONLUK COZELTI",
3,,2,60,SKT-2025-11:2 kutu,DÜ1,,,,,,,,,,,,,,,,ECOPIRIN 300 MG 30 ENTERIK KAPLI TABLET,
4,,4,4,SKT-2025-07:4 kutu,DÜ1,,,,,,,,,,,,,,,,CORTIPOL 250 MG I.M./I.V. ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 AMPUL + 1 ENJEKSIYONLUK SU ICEREN AMPUL),
5,,6,168,"SKT-2026-12:3 kutu, SKT-2027-01:3 kutu",DÜ1,,,,,,,,,,,,,,,,NEXIUM 40 MG ENTERIK KAPLI 28 PELLET TABLET,
6,,9,54,SKT-2026-05:9 kutu,DÜ1,,,,,,,,,,,,,,,,MUSCORIL 4 MG 2 ML 6 AMPUL,
7,,4,4,"SKT-2026-02:1 kutu, SKT-2026-06:3 kutu",DÜ1,,,,,,,,,,,,,,,,"TIYOKAS MONO 12,5 MG/1 G JEL (60 G)",
8,,9,180,SKT-2026-02:9 kutu,DÜ1,,,,,,,,,,,,,,,,ARVELES 25 MG 20 FILM TABLET,
9,,8,160,"SKT-2026-03:6 kutu, SKT-2026-02:2 kutu",DÜ1,,,,,,,,,,,,,,,,MUSCORIL 4 MG 20 KAPSUL,
10,,5,5,SKT-2026-12:5 kutu,DÜ1,,,,,,,,,,,,,,,,ANESTOL %5 MERHEM,
11,,4,24,SKT-2026-12:4 kutu,DÜ1,,,,,,,,,,,,,,,,BUSCOPAN 20 MG/ML ENJEKSIYONLUK COZELTI (6 AMPUL),
12,,3,60,SKT-2027-02:3 kutu,DÜ1,,,,,,,,,,,,,,,,BRUFEN 600 MG 20 FILM TABLET,
13,,7,210,"SKT-2027-10:5 kutu, SKT-2027-09:2 kutu",DÜ1,,,,,,,,,,,,,,,,KATARIN 250 MG/100 MG/2 MG 30 KAPSUL,
14,,4,4,SKT-2027-11:4 kutu,DÜ1,,,,,,,,,,,,,,,,"FURADERM % 0,2 56 GR POMAD",
15,,4,40,SKT-2027-01:4 kutu,DÜ1,,,,,,,,,,,,,,,,DICLOMEC 3 ML 75 MG 10 AMPUL,
16,,5,100,SKT-2027-03:5 kutu,DÜ1,,,,,,,,,,,,,,,,BUSCOPAN 10 MG KAPLI TABLET (20 TABLET),
17,,2,20,SKT-2027-01:2 kutu,DÜ1,,,,,,,,,,,,,,,,REFLOR 250 MG LIYOFILIZE TOZ ICEREN 10 SASE,
18,,7,210,SKT-2028-12:7 kutu,DÜ1,,,,,,,,,,,,,,,,A-FERIN FORTE 650 MG 30 TABLET,
19,,6,240,SKT-2028-04:6 kutu,DÜ1,,,,,,,,,,,,,,,,"TALCID 0,5 GR 40 CIG.TABLETI",
20,,2,60,SKT-2028-05:2 kutu,DÜ1,,,,,,,,,,,,,,,,DIKLORON 25 MG 30 FILM TABLET,
21,,9,90,SKT-2028-12:9 kutu,DÜ1,,,,,,,,,,,,,,,,APRANAX FORTE 550 MG 10 FILM KAPLI TABLET,
22,,5,5,SKT-2028-02:5 kutu,DÜ1,,,,,,,,,,,,,,,,SILVERDIN % 1 40 GR KREM,
23,,4,4,SKT-2028-01:4 kutu,DÜ1,,,,,,,,,,,,,,,,DICLOMEC %1 50 GR JEL,
24,,4,120,SKT-2029-08:4 kutu,DÜ1,,,,,,,,,,,,,,,,PAROL 500 MG 30 TABLET,
25,,3,90,SKT-2029-04:3 kutu,DÜ1,,,,,,,,,,,,,,,,METPAMID 10 MG 30 TABLET,
Sıra,,Toplam Ürün Kutu Sayısı,Toplam Ürün İçerik Sayısı,Detay,DÜ2,,,,,,,,,,,,,,,,,Ürün Adı
1,,170,170,SKT-2029-02:170 kutu,DÜ2,,,,,,,,,,,,,,,,,ENJEKTÖR 5ML.
